Title,Question,Answer,Hint,Popularity/Fun,Difficulty
The Card Collector,"Philpot Nerdling collects baseball cards and keeps them in a three-ring binder.  Rather than regular pages made of paper, the binder contains plastic sleeves that are large enough to hold nine cards per page, arranged in a 3x3 grid.  Cards numbered 1 through 9 are on the first page, 10 through 18 on the second page, and so forth.
Philpot has just started collecting for this season, and the first card he finds is numbered ""258"".  Philpot managed to locate the proper page, but couldn't remember which of the nine spaces should contain the card.
Without using division or subtraction, can you help him locate the right space?","The card should go in the sixth spot.  Adding all the digits of a 10-base number together will give you a number from 1 to 9, which corresponds to the lowest digit in the 9-base system to which you're converting.
In other words, 2+5+8 = 15, and 1+5 = 6.  The card goes in the sixth spot.",,2.53,2.13
Three Consecutive Evens,"Which three consecutive even numbers, when multiplied together, give the product 8xxxx2?
Each x here represents a digit, not necessarily the same.","94, 96 and 98.
It's easy to get: since 90^3=729000, they must all begin with 9. Because the last digit of 2*4*6 is 8, and the last digit of 4*6*8 is 2, it must be 94*96*98, which equals 884352.",,2.53,2.37
Cryptic Time,"Raine was trying to reset her watch clock one afternoon, after it had stopped running the day before. Even though she didn't know what the real time was, her father had given her a clue. ""The right time is calculated by adding 1/4 of the time since noon today to 1/2 of the time till midnight tonight.""
When her father told her this clue, she thanked him and set her watch correctly. What time was it?","4:48 pm.
The time is divided up so x = the time in hours.
x = From noon till now
(12-x) = Time till midnight
Therefore, putting the clue into what we know, we get the equation:
x = 1/4 x + 1/2 (12-x)
Expand:
x = 1/4 x + 6 - 1/2 x
5/4 x = 6
x =24/5 = 4.8 hours or 4 hours 48 minutes.
Therefore, the time is 4:48 pm.","x = time since noon
(12-x)= ?",2.53,2.47
Grandma's Age,"""I've always been 45 years older than your Dad"", said Grandma to young Trickle. ""But now the two digits in my age, both prime, are the reverse of the two in your Dad's age"". How old is Grandma?","Grandma was 72 years old. Let the two digits be A and B. Then 10A+B-10B-A=45 so 9(A-B)=45. This gives A-B=5. Of the pairs 5,0; 6,1; 7,2; 8,3; 9,4 only 7,2 are both prime numbers.",,2.53,1.35
Non-Fat Frankfurters,"""I'm telling you, Kurt,"" Rod said to his best friend, ""these Rnkfurers are the greatest thing since whatever was before sliced bread!  They're low-calorie, high-protein, fortified with vitamins B-1, B-36, and F-22, and come with three months of basic cable!""
Kurt finally gave in, and agreed to go in with Rod on a minimum special order of the multi-colored treats.  When the box arrived, they divided the bounty as originally planned.
""Interesting,"" Kurt noted, ""that the number of Rnkfurers you got is the same integer as my percentage.""
Rod did a little mental math.  ""You're right,"" he noted, ""and I think that's the lowest pair of integers we could do that with.""
""Maybe; the next largest set is trivial.  50 Rnkfurers each, and then we'd each have the percentage the other guy got: 50% and 50 Rnkfurers each.""
Kurt unwrapped a Rnkfurer and took his first bite.  He glowed with pleasure for half a minute, and then spoke quietly.
""Rod, how many of these in a case?""
""Fifty.""
""I think we'd better order a few.  And this time, it's my turn to get more than you do.""
""Well, we can still arrange it so the number I get is your percentage of the total.""
Kurt did a little mental math this time.  ""Yeah, that's right.  I can't fit more than 100 in my desk at school, so this will do the trick.""
How many did each boy get each time?","1st order: Rod 20, Kurt  5.  Kurt has 20% of the total.
2nd order: Rod 60, Kurt 90.  Kurt has 60% of the total.
The equation to satisfy is
R = 100*K / (R+K)
where R and K are both integers.
Another way to look at this is
K = R*R/(100-R)","Although there are a dozen pairs of numbers that satisfy the percentage condition, the three used in the story are the only ones in which each boy gets fewer than 100 Rnkfurers.",2.53,2.69
Arrogant Arnold and Witty Will,"Arrogant Arnold and Witty Will are brothers. One day, they were going from New Jersey to Florida. Bored, they decided to ask each other brain teasers. After a while, they got bored with this, so Arnold decided to place a bet. He would ask Will one teaser, which he thought was very hard. If Will got it right, Arnold would clean his room for the rest of the year. However, if Will got it WRONG, he would have to clean Arnold's room for a year and do his dishes for a month. After thinking for a while, Will agreed to this. This was Arnold's teaser:
Use each digit 1-9 only once each, so that one number multiplied by another equals the third. One example is 12*483=5796. Name at least one more!!!
Being witty as his name suggests, Will easily answered this. The question is, can you find one?","The other possibilities are [drum roll please :)]...
18 , 297 , 5346
27 , 198 , 5346
28 , 157 , 4396
39 , 186 , 7254
42 , 138 , 5796
48 , 159 , 7632","1) They can't be -12*483=-5796, 1.2*48.3=57.96, etc.
2) The third number in another possibility is also 5796.",2.53,2.81
No Zeros,"Can you find a five digit number which has no zeros and no digit is repeated, and where:
The first digit is a prime number.
The second digit is the fifth digit minus the first digit.
The third digit is twice the first digit.
The fourth digit is the third digit plus three.
The fifth digit is the difference between the first digit and the fourth digit.","23,475",,2.53,2.18
Rope,"A man ordered a length of rope by telephone from his nearest hardware shop. But when he went to collect the rope, he found that the assistant had miswritten the order by interchanging feet and inches. As a result of this, the rope was only 30 percent of the length that the man wanted. So, what length did he want and what length did he get?","Ordered:  9 feet and 2 inches
Received: 2 feet and 9 inches",,2.53,2.16
Flip a Coin,"A man makes the following proposition to his friend:
""I will let you flip a coin 20 times. Each time the coin lands on heads, I will give you $2.00. However, each time the coin lands on tails, you must give me $3.00.""
His friend flips the coin 20 times and the end result is that no money is to change hands.
How many times did the coin land on heads?","Since each won and lost an equal amount, the following equation can be used to find the solution:  2x = 3(20-x), where x = number of times heads came up.
Solving this results in 5x = 60.  Thus, x = 12.
The coin must have landed on heads a total of 12 times in order for no money to exchange hands.",,2.53,1.68
Vine Leaves,"Juanita was helping her mom and dad weed their garden. She noticed an interesting thing about the pea vines. No matter how tall they were, their leaves started one foot from the ground. Above that point, there was one leaf every four inches. The three vines in the garden were five, seven, and eight feet tall.
How many leaves are there altogether?",The five-foot vine has 13 leaves; the seven-foot vine has 19 leaves; and the eight-foot vine has 22 leaves. The total number of leaves on the three vines is 54.,,2.53,1.13
Little Johnny #2,"Little Johnny was pestering his big brother for some candy.  He knew that his brother had several pieces and wanted some.
His brother had Quick Quackers, Tangy Toffees, Fizzy Booms, Apple Chewies, Purple Plops, Zounds!, Sour Screams, and Buzzy Bites.
Little Johnny's favorites were Tangy Toffee and Quick Quackers. His brother said he'd give him all of those that he had if he could figure out how many Tangy Toffees and Quick Quackers he had in his room.
He told Little Johnny the following clues.
1. If he added all the Buzzy Bites, the Purple Plops and Fizzy Booms that he had, the total was 48.
2. If he added the number of Apple Chewies and Buzzy Bites, it was the same as the number of Zounds! he had.
3. If he added the number of Zounds! and the Purple Plops, it was the same as the number of Tangy Toffees he had.
4. If he added the number of Tangy Toffees and the Apple Chewies, it was the same as the number of Fizzy Booms he had.
5. If he added the number of Fizzy Booms and the Sour Screams, it was the same as the number of Quick Quackers he had.
6. Finally, he told him that if you subtracted the number of Tangy Toffees from the Quick Quackers, he would have the number 14.
Little Johnny took a few minutes, but walked away with all the Tangy Toffees and Quick Quackers, even though his mother had to make his brother honor his promise.  Can you figure out how many Quick Quackers and Tangy Toffees that Little Johnny got?","Apple Chewies = A
Buzzy Bites = B
Fizzy Booms = F
Purple Plops = P
Quick Quackers = Q
Sour Screams = S
Tangy Toffees = T
Zounds! = Z
The givens are as follows:
1. B + P + F = 48
2. A + B = Z
3. Z + P = T
4. T + A = F
5. F + S = Q
6. Q - T = 14
Now, moving a few things around we find the following:
B = Z - A (from given #2)
P = T - Z (from given #3)
F = T + A (from given #4)
Then B + P + F = (Z - A) + (T - Z) + (T + A) = 2T once you add and subtract it all.
Since B + P + F = 48 = 2T.
As such, T = 24.
And from given #6, Q = 14 + T = 38
So, Q = 38 and T = 24",,2.53,2.4
Bird Brains,"If 3 thistled thrushes eat 3 packs of birdseed in 3 weeks and 4 feathery finches eat 4 packs of birdseed in 4 weeks and 6 coloured cockatoos eat 6 packs of birdseed in 6 weeks then how much birdseed will feed 12 thistled thrushes, 12 feathery finches and 12 coloured cockatoos for 12 weeks?","3 thrushes eat 3 packs in 3 weeks
3 thrushes eat 12 packs in 12 weeks
12 thrushes eat  48 packs in 12 weeks.
4 finches eat 4 packs in 4 weeks
4 finches eat 12 packs in 12 weeks,
12 finches eat 36 packs in 12 weeks.
6 cockatoos eat 6 packs in 6 weeks,
6 cockatoos eat 12 packs in 12 weeks,
12 cockatoos eat 24 packs in 12 weeks
So  48+36+24 = 108 packs.
Answer: 108 packs.",It must be dozens and dozens!,2.53,2.0
